[boot] zone 2 (assets/maps/fields_overflow.bhmap: 64x48) online
[boot] zone 3 (assets/maps/thornwall_crypt.bhmap: 48x36) online
[boot] zone 4 (assets/maps/bonehowl_mine.bhmap: 56x40) online
[boot] zone 5 (assets/maps/drowned_crypt.bhmap: 48x36) online
[boot] zone 6 (assets/maps/weeping_castle.bhmap: 40x30) online
[rehearsal] siege window OPEN unconditionally (drill posture)
[auth] registration OPEN (prototype posture; --no-register to gate); limiter: 60 logins + 30 new accounts per 60s per IP, 10 consecutive bad-password fails -> 60s lockout
[zone] t137a__09 -> map 1 at (34,16)
[zone] t137a__09 -> map 1 at (34,16)
[zone] t137a__03 -> map 1 at (32,16)
[zone] t137a__03 -> map 1 at (32,16)
[zone] t137d__02 -> map 6 at (20,27)
[zone] t137d__02 -> map 6 at (20,27)
[soak] tick=13200 online=18 entities=209 tickUs p50=1024 p99=1670 worldHash=421502fa92988f12 pkts=15498/6570354
[zone] t137d__03 -> map 6 at (20,27)
[zone] t137d__03 -> map 6 at (20,27)
[zone] t137d__05 -> map 6 at (20,27)
[zone] t137d__05 -> map 6 at (20,27)
[zone] t137a__00 -> map 1 at (34,16)
[zone] t137a__00 -> map 1 at (34,16)
[zone] t137a__01 -> map 6 at (20,27)
[zone] t137a__01 -> map 6 at (20,27)
[zone] t137a__08 -> map 6 at (20,27)
[zone] t137a__08 -> map 6 at (20,27)
[zone] t137a__11 -> map 1 at (34,16)
[zone] t137a__11 -> map 1 at (34,16)
[zone] t137d__05 -> map 1 at (34,16)
[zone] t137d__05 -> map 1 at (34,16)
[zone] t137a__02 -> map 6 at (20,27)
[zone] t137a__02 -> map 6 at (20,27)
[zone] t137a__04 -> map 6 at (20,27)
[zone] t137a__04 -> map 6 at (20,27)
[zone] t137a__10 -> map 1 at (34,16)
[zone] t137a__10 -> map 1 at (34,16)
[zone] t137a__03 -> map 6 at (20,27)
[zone] t137a__03 -> map 6 at (20,27)
[zone] t137d__03 -> map 1 at (32,16)
[zone] t137d__03 -> map 1 at (32,16)
[zone] t137a__01 -> map 1 at (34,16)
[zone] t137a__01 -> map 1 at (34,16)
[zone] t137d__02 -> map 1 at (34,16)
[zone] t137d__02 -> map 1 at (34,16)
[soak] tick=13800 online=18 entities=211 tickUs p50=1009 p99=1650 worldHash=57d538bf9890cc66 pkts=16250/6864964
[zone] t137d__04 -> map 1 at (34,16)
[zone] t137d__04 -> map 1 at (34,16)
[zone] t137a__02 -> map 1 at (34,16)
[zone] t137a__02 -> map 1 at (34,16)
[zone] t137a__07 -> map 1 at (34,16)
[zone] t137a__07 -> map 1 at (34,16)
[zone] t137a__04 -> map 1 at (34,16)
[zone] t137a__04 -> map 1 at (34,16)
[zone] t137a__06 -> map 1 at (34,16)
[zone] t137a__06 -> map 1 at (34,16)
[zone] t137a__10 -> map 6 at (20,27)
[zone] t137a__10 -> map 6 at (20,27)
[zone] t137a__03 -> map 1 at (32,16)
[zone] t137a__03 -> map 1 at (32,16)
[zone] t137d__04 -> map 6 at (20,27)
[zone] t137d__04 -> map 6 at (20,27)
[zone] t137a__05 -> map 1 at (34,16)
[zone] t137a__05 -> map 1 at (34,16)
[zone] t137d__02 -> map 6 at (20,27)
[zone] t137d__02 -> map 6 at (20,27)
[soak] tick=14400 online=18 entities=208 tickUs p50=1122 p99=1930 worldHash=e21cb9ddbdbc6c99 pkts=17048/7260269
[zone] t137a__02 -> map 6 at (20,27)
[zone] t137a__02 -> map 6 at (20,27)
[zone] t137a__02 -> map 1 at (21,14)
[zone] t137a__02 -> map 1 at (21,14)
[zone] t137d__05 -> map 6 at (20,27)
[zone] t137d__05 -> map 6 at (20,27)
[zone] t137d__03 -> map 6 at (20,27)
[zone] t137d__03 -> map 6 at (20,27)
[zone] t137a__08 -> map 1 at (34,16)
[zone] t137a__08 -> map 1 at (34,16)
[zone] t137a__01 -> map 6 at (20,27)
[zone] t137a__01 -> map 6 at (20,27)
[zone] t137a__05 -> map 6 at (20,27)
[zone] t137a__05 -> map 6 at (20,27)
[zone] t137a__08 -> map 6 at (20,27)
[zone] t137a__08 -> map 6 at (20,27)
[zone] t137a__05 -> map 1 at (21,14)
[zone] t137a__05 -> map 1 at (21,14)
[zone] t137a__03 -> map 6 at (20,27)
[zone] t137a__03 -> map 6 at (20,27)
[zone] t137a__11 -> map 6 at (20,27)
[zone] t137a__11 -> map 6 at (20,27)
[zone] t137a__11 -> map 1 at (21,14)
[zone] t137a__11 -> map 1 at (21,14)
[zone] t137a__00 -> map 6 at (20,27)
[zone] t137a__00 -> map 6 at (20,27)
[zone] t137a__00 -> map 1 at (21,14)
[soak] tick=15000 online=18 entities=209 tickUs p50=1102 p99=1851 worldHash=3c25564d34552861 pkts=17751/7612484
[zone] t137a__00 -> map 1 at (21,14)
[zone] t137a__00 -> map 6 at (20,27)
[zone] t137a__00 -> map 6 at (20,27)
